AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,IR,Red
10.09,0.12,1.05,-0.06,0.03,-0.01,125325,29479
10.11,0.13,1.03,-0.05,0.02,-0.01,124813,29306
10.08,0.14,1.02,-0.05,0.02,-0.01,124803,29314
10.1,0.13,1.05,-0.05,0.02,-0.01,124785,29326
10.13,0.12,1.07,-0.05,0.02,-0.01,124707,29310
10.11,0.11,1.03,-0.06,0.02,-0.01,124574,29302
10.08,0.16,1.05,-0.05,0.02,-0.01,124634,29320
10.1,0.12,1.01,-0.05,0.02,-0.01,124632,29296
10.11,0.14,1.03,-0.07,0.02,-0.01,124582,29284
10.09,0.11,1.07,-0.05,0.02,-0.01,124594,29300
10.09,0.13,1.07,-0.05,0.02,-0.01,124658,29291
10.14,0.13,1.05,-0.05,0.02,-0.02,124724,29306
10.08,0.12,1.04,-0.05,0.02,-0.01,124765,29314
10.13,0.18,1.04,-0.05,0.02,-0.02,124476,29276
10.1,0.11,1.03,-0.05,0.02,-0.01,124053,29269
10.1,0.15,1.0,-0.05,0.03,-0.01,123907,29254
10.08,0.15,1.02,-0.05,0.02,-0.01,123928,29251
10.1,0.15,1.06,-0.05,0.03,-0.01,123836,29235
10.13,0.13,1.04,-0.05,0.03,-0.01,123707,29217
10.09,0.14,1.04,-0.06,0.02,-0.02,123645,29214
10.1,0.15,1.09,-0.05,0.02,-0.02,123689,29196
10.09,0.13,1.08,-0.05,0.03,-0.01,123703,29207
10.11,0.16,1.05,-0.05,0.02,-0.01,123832,29261
10.07,0.13,1.1,-0.05,0.02,-0.01,123990,29287
10.09,0.15,1.06,-0.05,0.02,-0.01,124094,29284
10.09,0.13,1.03,-0.05,0.02,-0.01,124167,29296
10.06,0.14,1.01,-0.05,0.02,-0.01,124236,29290
10.07,0.12,1.08,-0.05,0.02,-0.01,124323,29301
10.09,0.14,1.06,-0.05,0.02,-0.01,124424,29308
10.08,0.14,1.06,-0.05,0.02,-0.01,124558,29318
10.09,0.11,1.05,-0.05,0.02,-0.01,124682,29334
10.11,0.15,1.1,-0.05,0.02,-0.01,124833,29382
10.11,0.11,1.04,-0.05,0.02,-0.01,124798,29382
10.08,0.16,1.06,-0.05,0.02,-0.01,124489,29339
10.08,0.14,1.06,-0.05,0.02,-0.01,124193,29291
10.06,0.17,1.08,-0.05,0.02,-0.01,124106,29297
10.03,0.14,1.04,-0.05,0.02,-0.02,124085,29281
10.13,0.12,0.98,-0.05,0.02,-0.01,124036,29265
10.1,0.08,1.07,-0.05,0.02,-0.01,124041,29262
10.07,0.19,1.05,-0.05,0.02,-0.01,124147,29301
10.07,0.13,1.01,-0.05,0.02,-0.01,124288,29342
10.1,0.15,1.03,-0.05,0.02,-0.01,124316,29326
10.04,0.16,1.05,-0.05,0.02,-0.01,124283,29311
10.13,0.14,1.01,-0.05,0.02,-0.01,124318,29301
10.1,0.13,1.02,-0.05,0.02,-0.01,124375,29303
10.11,0.14,1.04,-0.05,0.02,-0.01,124405,29291
10.07,0.13,1.01,-0.05,0.02,-0.02,124527,29305
10.12,0.14,1.01,-0.05,0.02,-0.02,124647,29322
10.11,0.15,1.03,-0.05,0.02,-0.01,124681,29361
10.13,0.13,1.03,-0.05,0.02,-0.02,124708,29380
10.11,0.12,1.03,-0.05,0.02,-0.01,124761,29370
10.09,0.1,1.01,-0.05,0.02,-0.01,124786,29353
10.11,0.21,1.02,-0.06,0.02,-0.02,124817,29361
10.08,0.12,1.1,-0.05,0.02,-0.01,124685,29328
10.13,0.16,1.0,-0.05,0.02,-0.01,124335,29249
10.1,0.12,1.05,-0.05,0.02,-0.01,124045,29252
10.1,0.13,1.07,-0.05,0.03,-0.01,124006,29280
10.11,0.13,1.07,-0.05,0.02,-0.01,124016,29308
10.14,0.11,1.01,-0.05,0.03,-0.02,123943,29286
10.14,0.16,1.04,-0.05,0.02,-0.01,123923,29282
10.1,0.11,1.07,-0.05,0.03,-0.01,123958,29276
10.13,0.15,1.0,-0.05,0.03,-0.01,123975,29272
10.1,0.13,1.02,-0.05,0.02,-0.01,123956,29256
10.13,0.16,1.0,-0.05,0.02,-0.01,123987,29265
10.14,0.13,1.1,-0.05,0.02,-0.01,124111,29296
10.1,0.15,1.05,-0.05,0.02,-0.01,124249,29337
10.1,0.1,1.02,-0.05,0.02,-0.01,124347,29363
10.1,0.15,1.06,-0.05,0.03,-0.01,124401,29338
10.07,0.11,1.07,-0.05,0.02,-0.02,124463,29317
10.1,0.13,0.99,-0.05,0.02,-0.01,124503,29328
10.06,0.14,1.06,-0.05,0.02,-0.01,124546,29315
10.08,0.14,1.08,-0.05,0.02,-0.01,124568,29318
10.07,0.14,1.05,-0.05,0.02,-0.01,124711,29340
10.08,0.12,1.05,-0.05,0.02,-0.01,124807,29366
10.08,0.14,1.07,-0.05,0.02,-0.01,124633,29365
10.11,0.14,1.11,-0.05,0.02,-0.01,124362,29322
10.06,0.11,1.05,-0.06,0.03,-0.01,124063,29287
10.11,0.16,1.07,-0.06,0.02,-0.01,123965,29271
10.03,0.11,1.07,-0.05,0.02,-0.01,123963,29272
10.08,0.15,1.02,-0.05,0.02,-0.01,124013,29284
10.06,0.14,1.03,-0.05,0.02,-0.01,124176,29303
10.08,0.14,1.03,-0.05,0.02,-0.01,124215,29299
10.08,0.12,1.07,-0.05,0.02,-0.01,124256,29338
10.09,0.11,0.98,-0.04,0.02,-0.01,124354,29351
10.08,0.11,1.02,-0.05,0.02,-0.01,124234,29320
10.12,0.13,1.1,-0.05,0.02,-0.01,124195,29311
10.11,0.13,1.02,-0.05,0.02,-0.01,124269,29318
10.1,0.1,1.04,-0.05,0.02,-0.01,124363,29332
10.07,0.15,0.96,-0.05,0.02,-0.01,124396,29332
10.14,0.13,1.07,-0.05,0.02,-0.01,124481,29314
10.12,0.14,0.98,-0.06,0.02,-0.01,124373,29282
10.09,0.07,1.05,-0.09,0.02,-0.02,124430,29337
10.06,0.18,1.05,-0.05,0.01,-0.02,124800,29418
10.12,0.11,1.05,-0.04,0.02,-0.01,124959,29411
10.11,0.21,0.99,-0.06,0.02,-0.01,124604,29328
10.01,0.13,0.99,-0.11,0.02,-0.02,124099,29285
10.1,0.14,1.02,-0.05,0.02,-0.01,124085,29317
10.15,0.11,1.09,-0.02,0.02,-0.01,124289,29347
10.12,0.23,0.96,-0.05,0.02,-0.02,124358,29340
9.96,0.01,0.97,-0.03,0.02,-0.02,124600,29397
10.11,0.2,1.05,-0.06,0.03,-0.01,124632,29375
10.08,0.12,1.11,-0.05,0.02,-0.01,123555,29291
10.08,0.12,1.06,-0.05,0.02,-0.01,123519,29313
10.05,0.11,1.02,-0.02,0.02,-0.01,123774,29349
10.09,0.15,1.05,-0.04,0.02,-0.01,123971,29365
10.09,0.14,1.01,-0.05,0.02,-0.01,124088,29373
10.07,0.15,1.03,-0.05,0.02,-0.01,124132,29401
10.12,0.11,1.05,-0.05,0.02,-0.01,124222,29437
10.08,0.17,1.14,-0.05,0.02,-0.01,124386,29456
10.08,0.17,0.98,-0.04,0.02,-0.01,124474,29464
10.06,0.12,1.01,-0.03,0.02,-0.01,124243,29418
10.08,0.11,1.04,-0.03,0.02,-0.01,123887,29392
10.11,0.15,1.04,-0.04,0.02,-0.01,123853,29378
10.13,0.15,0.99,-0.04,0.02,-0.02,123839,29357
10.11,0.12,1.06,-0.03,0.02,-0.01,123916,29392
10.08,0.15,1.01,-0.05,0.02,-0.01,123980,29425
10.08,0.11,1.0,-0.05,0.02,-0.01,124158,29457
10.1,0.11,1.05,-0.05,0.02,-0.01,124387,29477
10.12,0.11,1.03,-0.05,0.02,-0.01,124460,29464
10.08,0.15,1.06,-0.05,0.02,-0.01,124636,29483
10.11,0.09,1.01,-0.05,0.02,-0.01,124770,29476
10.03,0.1,0.96,-0.05,0.02,-0.01,124879,29480
10.08,0.16,1.09,-0.05,0.02,-0.01,125140,29517
10.1,0.1,1.03,-0.05,0.03,-0.01,125294,29537
10.11,0.14,0.96,-0.05,0.02,-0.01,125433,29573
10.11,0.14,1.04,-0.05,0.02,-0.01,125526,29583
10.12,0.13,1.04,-0.05,0.02,-0.01,125578,29566
10.1,0.11,1.02,-0.05,0.02,-0.01,125551,29525
10.06,0.15,1.03,-0.05,0.02,-0.01,125352,29496
10.08,0.09,1.06,-0.05,0.02,-0.01,124951,29435
10.1,0.17,1.07,-0.05,0.03,-0.01,124738,29416
10.13,0.12,1.03,-0.05,0.02,-0.02,124730,29430
10.1,0.11,1.01,-0.05,0.02,-0.01,124647,29448
10.11,0.16,1.08,-0.05,0.03,-0.01,124550,29466
10.13,0.1,1.06,-0.05,0.02,-0.01,124555,29458
10.09,0.13,1.04,-0.05,0.03,-0.01,124675,29454
10.07,0.13,1.06,-0.05,0.03,-0.01,124781,29458
10.11,0.12,1.08,-0.05,0.03,-0.01,124828,29453
10.11,0.12,1.06,-0.05,0.02,-0.01,124862,29437
10.06,0.14,1.07,-0.05,0.02,-0.01,124951,29469
10.12,0.14,1.1,-0.05,0.02,-0.01,125134,29507
10.09,0.11,1.07,-0.05,0.02,-0.01,125262,29529
10.04,0.13,1.04,-0.05,0.03,-0.01,125298,29533
10.08,0.14,1.11,-0.05,0.02,-0.01,125343,29540
10.07,0.08,1.11,-0.05,0.02,-0.01,125506,29554
10.08,0.16,1.02,-0.05,0.02,-0.01,125738,29572
10.07,0.13,1.03,-0.03,0.02,-0.01,125803,29543
10.1,0.16,1.07,-0.05,0.02,-0.01,125499,29485
10.07,0.15,1.03,-0.05,0.02,-0.01,125088,29452
10.07,0.12,1.02,-0.06,0.02,-0.01,124863,29469
10.1,0.13,1.07,-0.06,0.02,-0.01,124758,29476
10.07,0.1,1.04,-0.05,0.02,-0.01,124713,29454
10.13,0.14,1.02,-0.05,0.02,-0.01,124780,29462
10.08,0.12,1.05,-0.05,0.02,-0.01,124983,29471
10.07,0.19,1.0,-0.05,0.02,-0.01,125029,29460
10.02,0.11,1.05,-0.05,0.02,-0.01,125127,29462
10.1,0.16,0.97,-0.05,0.02,-0.01,125289,29488
10.07,0.1,1.08,-0.06,0.02,-0.01,125342,29511
10.1,0.15,1.06,-0.06,0.02,-0.01,125423,29543
10.13,0.12,0.98,-0.05,0.02,-0.01,125623,29575
10.1,0.14,1.02,-0.05,0.02,-0.01,125768,29570
10.07,0.15,1.02,-0.05,0.02,-0.01,125771,29547
10.1,0.13,1.02,-0.06,0.02,-0.01,125835,29553
10.11,0.1,1.02,-0.05,0.02,-0.01,125892,29523
10.09,0.14,1.03,-0.06,0.02,-0.01,125964,29532
10.08,0.13,1.02,-0.05,0.02,-0.01,126158,29566
10.13,0.13,1.03,-0.05,0.02,-0.01,126159,29588
10.09,0.13,1.01,-0.05,0.02,-0.01,125862,29561
10.08,0.12,1.01,-0.05,0.03,-0.01,125576,29525
10.11,0.14,1.06,-0.05,0.02,-0.01,125505,29511
10.11,0.1,1.07,-0.05,0.03,-0.01,125547,29513
10.1,0.18,1.03,-0.05,0.02,-0.01,125621,29522
10.08,0.1,1.06,-0.05,0.02,-0.01,125700,29526
10.09,0.13,1.06,-0.05,0.02,-0.01,125904,29561
10.1,0.15,1.0,-0.05,0.02,-0.01,126000,29570
10.07,0.1,1.07,-0.05,0.03,-0.01,125850,29555
10.11,0.15,1.08,-0.05,0.02,-0.01,125745,29550
10.1,0.1,1.04,-0.05,0.02,-0.01,125735,29548
10.05,0.15,1.08,-0.05,0.02,-0.01,125731,29527
10.1,0.1,1.06,-0.05,0.02,-0.01,125841,29539
10.07,0.12,1.06,-0.05,0.02,-0.01,125971,29541
10.12,0.14,1.0,-0.05,0.02,-0.01,126072,29526
10.08,0.12,1.07,-0.05,0.02,-0.01,126147,29552
10.13,0.14,1.12,-0.04,0.02,-0.01,126357,29609
10.06,0.14,1.01,-0.05,0.02,-0.01,126584,29660
10.07,0.13,1.03,-0.05,0.02,-0.01,126758,29667
10.1,0.16,1.06,-0.05,0.02,-0.01,126735,29620
10.08,0.13,1.04,-0.06,0.02,-0.01,126383,29573
10.09,0.12,1.02,-0.07,0.02,-0.01,126062,29540
10.06,0.12,1.08,-0.06,0.02,-0.01,125992,29527
10.13,0.17,1.04,-0.05,0.02,-0.02,126030,29544
10.05,0.12,1.0,-0.06,0.02,-0.01,125918,29528
10.09,0.15,1.0,-0.1,0.02,-0.01,125659,29510
10.12,0.1,1.05,-0.06,0.02,-0.01,125618,29542
10.1,0.14,1.07,-0.05,0.02,-0.01,125821,29560
10.1,0.17,1.0,-0.04,0.02,-0.01,126004,29551
10.1,0.13,1.0,-0.05,0.02,-0.01,126029,29532
9.94,0.13,1.06,-0.06,0.02,-0.01,125905,29492
10.12,0.15,1.0,-0.07,0.02,-0.01,125780,29466
10.1,0.16,1.04,-0.06,0.02,-0.01,125793,29480
10.09,0.11,1.03,-0.05,0.02,-0.01,125894,29502
10.1,0.13,1.03,-0.03,0.02,-0.01,125897,29560
10.12,0.16,1.01,-0.05,0.03,-0.01,125806,29526
10.11,0.12,1.01,-0.05,0.02,-0.01,125693,29501
10.07,0.14,1.07,-0.05,0.02,-0.01,125660,29503
10.1,0.1,1.08,-0.05,0.02,-0.01,125686,29486
10.07,0.11,1.03,-0.04,0.03,-0.01,125776,29520
10.1,0.13,1.03,-0.05,0.02,-0.01,125895,29552
10.1,0.11,1.04,-0.05,0.02,-0.01,125964,29578
10.11,0.14,1.07,-0.04,0.02,-0.01,126053,29609
10.07,0.14,1.01,-0.04,0.02,-0.01,126179,29586
10.07,0.16,1.06,-0.05,0.03,-0.01,126135,29551
10.08,0.12,1.1,-0.05,0.02,-0.01,126116,29540
10.07,0.15,1.04,-0.05,0.02,-0.01,126067,29521
10.07,0.1,1.02,-0.06,0.02,-0.01,126061,29507
10.16,0.19,1.11,-0.06,0.02,-0.02,126157,29505
10.09,0.07,1.07,-0.05,0.02,-0.01,126066,29488
10.12,0.16,1.0,-0.07,0.02,-0.01,125789,29500
10.0,0.06,1.11,-0.05,0.02,-0.01,125625,29511
10.11,0.16,1.05,-0.05,0.02,-0.01,125600,29500
10.08,0.09,1.03,-0.05,0.02,-0.01,125558,29489
10.11,0.15,1.05,-0.05,0.02,-0.01,125466,29473
10.09,0.11,1.08,-0.05,0.02,-0.02,125362,29454
10.05,0.13,1.02,-0.05,0.02,-0.01,125303,29441
10.12,0.12,1.02,-0.05,0.02,-0.01,125379,29432
10.09,0.13,1.02,-0.05,0.02,-0.01,125447,29461
10.08,0.15,1.02,-0.05,0.02,-0.01,125509,29496
10.08,0.11,1.0,-0.05,0.02,-0.01,125568,29524
10.1,0.12,1.03,-0.05,0.02,-0.01,125650,29532
10.08,0.15,1.02,-0.05,0.02,-0.01,125768,29540
10.08,0.15,1.02,-0.05,0.02,-0.01,125804,29518
10.13,0.11,1.03,-0.05,0.03,-0.01,125851,29523
10.12,0.11,1.02,-0.05,0.02,-0.01,125934,29515
10.09,0.14,1.05,-0.05,0.02,-0.01,125971,29503
10.14,0.13,1.03,-0.05,0.02,-0.01,126061,29525
10.12,0.11,0.99,-0.05,0.02,-0.01,126171,29534
10.11,0.15,1.05,-0.05,0.03,-0.01,126030,29536
10.05,0.11,1.01,-0.05,0.02,-0.01,125726,29521
10.15,0.13,1.02,-0.05,0.02,-0.01,125533,29508
10.1,0.15,0.99,-0.05,0.02,-0.01,125423,29479
10.1,0.13,1.03,-0.05,0.02,-0.01,125317,29464
10.15,0.13,1.07,-0.05,0.02,-0.01,125262,29459
10.12,0.14,1.05,-0.05,0.02,-0.01,125321,29463
10.1,0.13,1.03,-0.05,0.02,-0.01,125417,29456
10.09,0.12,1.07,-0.05,0.02,-0.01,125417,29460
10.12,0.14,1.02,-0.05,0.02,-0.01,125429,29486
10.09,0.11,1.02,-0.05,0.02,-0.01,125457,29503
10.1,0.15,1.04,-0.05,0.02,-0.01,125483,29508
10.11,0.1,1.07,-0.05,0.02,-0.01,125552,29516
10.08,0.14,1.02,-0.05,0.02,-0.01,125710,29517
10.08,0.11,1.06,-0.05,0.02,-0.01,125811,29520
10.04,0.15,1.06,-0.05,0.02,-0.02,125883,29508
10.12,0.09,1.04,-0.05,0.02,-0.01,125966,29494
10.04,0.13,1.02,-0.05,0.02,-0.01,126004,29507
10.07,0.14,0.99,-0.06,0.02,-0.01,126026,29513
10.1,0.13,1.09,-0.07,0.02,-0.01,125932,29505
10.09,0.14,1.05,-0.06,0.02,-0.01,125615,29479
10.07,0.11,1.04,-0.05,0.02,-0.01,125260,29446
10.07,0.14,1.03,-0.05,0.02,-0.01,125083,29423
10.07,0.16,1.05,-0.05,0.02,-0.01,125073,29426
10.07,0.11,1.04,-0.05,0.02,-0.01,125014,29417
10.12,0.16,1.08,-0.05,0.02,-0.01,124957,29403
10.06,0.12,1.08,-0.05,0.02,-0.01,125081,29439
10.09,0.13,1.03,-0.05,0.02,-0.01,125411,29520
10.09,0.13,1.03,-0.05,0.02,-0.01,125584,29529
10.07,0.15,1.06,-0.05,0.02,-0.01,125565,29523
10.08,0.12,1.07,-0.05,0.02,-0.01,125624,29532
10.09,0.12,1.0,-0.05,0.02,-0.01,125742,29536
10.1,0.17,0.99,-0.05,0.02,-0.01,125793,29517
10.12,0.12,1.01,-0.05,0.02,-0.02,125672,29457
10.16,0.17,1.04,-0.08,0.02,-0.01,125479,29429
10.12,0.1,1.01,-0.09,0.02,-0.02,125349,29425
10.05,0.12,1.02,-0.05,0.02,-0.01,125444,29459
10.1,0.16,1.02,-0.05,0.02,-0.01,125542,29472
10.08,0.11,1.05,-0.05,0.03,-0.01,125562,29453
10.1,0.14,1.04,-0.05,0.02,-0.01,125469,29433
10.08,0.11,1.03,-0.05,0.02,-0.01,125318,29424
10.12,0.13,1.06,-0.05,0.03,-0.01,125101,29400
10.08,0.1,1.06,-0.05,0.02,-0.01,124940,29378
10.08,0.14,1.07,-0.05,0.03,-0.01,124971,29383
10.12,0.14,1.03,-0.05,0.03,-0.01,124873,29403
10.12,0.09,1.03,-0.05,0.02,-0.01,124797,29451
10.09,0.18,1.05,-0.05,0.02,-0.01,124946,29459
10.07,0.13,1.04,-0.04,0.03,-0.01,124909,29446
10.1,0.13,1.05,-0.05,0.02,-0.01,124997,29462
10.08,0.15,1.04,-0.05,0.02,-0.01,125204,29472
10.09,0.15,1.05,-0.05,0.02,-0.01,125395,29471
10.12,0.14,1.11,-0.06,0.02,-0.02,125489,29481
10.07,0.11,1.06,-0.06,0.02,-0.01,125695,29533
10.08,0.15,0.96,-0.05,0.02,-0.01,125927,29570
10.06,0.11,1.07,-0.05,0.03,-0.01,125934,29545
10.09,0.16,0.98,-0.08,0.03,-0.01,125694,29464
10.06,0.1,1.0,-0.1,0.02,-0.01,125439,29408
10.1,0.12,1.15,-0.06,0.02,-0.01,125261,29398
10.13,0.15,1.06,-0.05,0.02,-0.01,125076,29378
10.09,0.12,0.99,-0.05,0.02,-0.01,124690,29295
10.11,0.14,1.03,-0.05,0.02,-0.01,124409,29285
10.07,0.11,1.07,-0.05,0.02,-0.01,124373,29311
10.09,0.18,1.0,-0.06,0.02,-0.02,124283,29319
10.1,0.11,1.03,-0.06,0.02,-0.01,124157,29296
10.1,0.17,1.03,-0.06,0.02,-0.01,124233,29307
10.12,0.2,1.0,-0.05,0.02,-0.01,124620,29327
10.11,0.07,1.04,-0.05,0.02,-0.01,124811,29341
10.08,0.18,0.96,-0.05,0.02,-0.01,124845,29306
10.06,0.11,0.98,-0.06,0.03,-0.01,124486,29264
10.05,0.14,1.13,-0.05,0.02,-0.01,124210,29278
10.13,0.12,1.0,-0.03,0.02,-0.01,124185,29300
10.07,0.15,0.97,-0.05,0.03,-0.01,124030,29297
10.07,0.12,1.11,-0.05,0.03,-0.01,123876,29267
10.11,0.13,1.08,-0.05,0.02,-0.01,123828,29249
10.05,0.15,1.0,-0.05,0.02,-0.01,123936,29279
10.08,0.13,1.04,-0.05,0.02,-0.01,124179,29293
10.15,0.18,1.01,-0.05,0.02,-0.01,124321,29284
10.1,0.11,1.06,-0.05,0.02,-0.01,124411,29311
10.12,0.16,1.03,-0.05,0.03,-0.01,124529,29349
10.05,0.11,1.07,-0.05,0.02,-0.01,124637,29371
10.13,0.14,1.02,-0.05,0.03,-0.01,124693,29367
10.1,0.11,1.06,-0.05,0.02,-0.01,124762,29358
10.09,0.12,1.05,-0.05,0.02,-0.01,124839,29355
10.09,0.16,1.07,-0.05,0.02,-0.01,125006,29379
10.1,0.1,1.05,-0.05,0.03,-0.01,125188,29399
10.1,0.17,1.02,-0.05,0.02,-0.01,125360,29384
10.09,0.14,1.07,-0.05,0.02,-0.01,125300,29368
10.11,0.13,1.06,-0.05,0.02,-0.01,125006,29356
10.09,0.1,1.07,-0.05,0.02,-0.02,124647,29350
10.06,0.14,1.05,-0.05,0.02,-0.01,124551,29329
10.14,0.14,1.07,-0.05,0.02,-0.01,124444,29325
10.09,0.11,1.01,-0.05,0.02,-0.01,124377,29301
10.08,0.18,1.02,-0.05,0.02,-0.01,124350,29304
10.07,0.13,0.98,-0.05,0.02,-0.01,124482,29312
10.08,0.17,1.02,-0.05,0.03,-0.01,124561,29274
10.08,0.14,1.03,-0.05,0.02,-0.01,124563,29297
10.13,0.12,0.97,-0.06,0.02,-0.01,124642,29327
10.06,0.12,1.02,-0.05,0.02,-0.01,124746,29356
10.07,0.12,1.02,-0.05,0.02,-0.01,124839,29391
10.11,0.1,1.02,-0.05,0.02,-0.01,125051,29419
10.08,0.15,1.06,-0.04,0.02,-0.01,125325,29431
10.08,0.16,1.0,-0.05,0.02,-0.01,125552,29464
10.09,0.14,0.99,-0.04,0.02,-0.01,125755,29473
10.12,0.11,1.06,-0.05,0.02,-0.01,125877,29463
10.09,0.16,1.02,-0.05,0.02,-0.01,126073,29490
10.07,0.15,1.05,-0.04,0.02,-0.01,126081,29490
10.1,0.14,1.04,-0.05,0.02,-0.02,125688,29457
10.09,0.11,1.05,-0.06,0.02,-0.01,125377,29455
10.1,0.14,1.0,-0.05,0.02,-0.01,125378,29459
10.11,0.16,1.02,-0.05,0.02,-0.01,125402,29448
10.1,0.11,1.04,-0.05,0.02,-0.01,125370,29440
10.08,0.15,1.01,-0.05,0.03,-0.01,125380,29453
10.09,0.1,1.1,-0.05,0.02,-0.01,125532,29460
10.11,0.16,1.06,-0.05,0.03,-0.01,125687,29486
10.08,0.13,1.04,-0.04,0.03,-0.01,125782,29484
10.1,0.13,1.04,-0.05,0.03,-0.01,125897,29529
10.09,0.12,1.02,-0.05,0.02,-0.02,125971,29554
10.11,0.11,1.04,-0.05,0.02,-0.01,126004,29527
10.11,0.15,1.06,-0.05,0.02,-0.01,126042,29518
10.09,0.11,1.06,-0.05,0.02,-0.01,126055,29521
10.09,0.14,1.05,-0.05,0.02,-0.01,126200,29537
10.07,0.12,0.99,-0.05,0.02,-0.01,126309,29530
10.09,0.14,1.06,-0.05,0.02,-0.01,126429,29533
10.08,0.1,1.1,-0.05,0.03,-0.01,126330,29511
10.13,0.14,1.05,-0.05,0.02,-0.01,126111,29516
10.07,0.1,1.07,-0.05,0.02,-0.01,125887,29514
10.07,0.11,1.06,-0.05,0.02,-0.01,125801,29507
10.09,0.1,1.08,-0.05,0.02,-0.01,125773,29487
10.08,0.15,1.0,-0.05,0.03,-0.01,125651,29477
10.09,0.12,1.04,-0.05,0.02,-0.01,125708,29494
10.1,0.16,1.02,-0.05,0.02,-0.01,125856,29488
10.06,0.15,1.03,-0.05,0.02,-0.01,125914,29499
10.07,0.14,1.01,-0.05,0.02,-0.01,125940,29500
10.1,0.12,1.05,-0.05,0.02,-0.01,125980,29541
10.07,0.13,1.08,-0.05,0.02,-0.01,126089,29563
10.07,0.12,0.99,-0.05,0.02,-0.01,126139,29550
10.11,0.1,1.04,-0.05,0.02,-0.01,126147,29527
10.08,0.14,1.06,-0.05,0.02,-0.01,126191,29541
10.07,0.12,1.01,-0.05,0.02,-0.01,126267,29534
10.11,0.13,1.0,-0.05,0.02,-0.01,126377,29520
10.12,0.12,1.01,-0.05,0.02,-0.01,126456,29522
10.1,0.14,1.03,-0.05,0.02,-0.01,126219,29517
10.12,0.13,1.04,-0.05,0.02,-0.01,125908,29506
10.13,0.12,1.01,-0.05,0.02,-0.01,125740,29483
10.07,0.12,1.01,-0.05,0.02,-0.01,125626,29455
10.09,0.12,1.02,-0.05,0.02,-0.01,125581,29452
10.13,0.15,1.04,-0.05,0.02,-0.01,125508,29438
10.12,0.13,1.05,-0.05,0.02,-0.01,125536,29430
10.11,0.17,1.03,-0.05,0.02,-0.01,125680,29451
10.11,0.13,1.02,-0.05,0.02,-0.01,125804,29488
10.1,0.13,1.05,-0.05,0.02,-0.01,125872,29517
10.09,0.13,1.03,-0.05,0.02,-0.01,125905,29519
10.1,0.13,1.1,-0.05,0.03,-0.01,125953,29514
10.12,0.13,1.08,-0.05,0.03,-0.01,126026,29509
10.1,0.13,1.04,-0.05,0.02,-0.01,126091,29515
10.07,0.14,1.09,-0.05,0.03,-0.01,126145,29519
10.09,0.12,1.1,-0.05,0.02,-0.01,126317,29525
10.12,0.13,1.03,-0.05,0.02,-0.01,126504,29548
10.08,0.15,1.07,-0.05,0.02,-0.01,126521,29559
10.1,0.13,1.08,-0.05,0.02,-0.01,126241,29538
10.11,0.13,1.07,-0.05,0.02,-0.01,125988,29506
10.05,0.09,1.08,-0.05,0.02,-0.01,125816,29461
10.07,0.16,1.03,-0.05,0.02,-0.01,125695,29452
10.09,0.11,1.09,-0.05,0.02,-0.01,125556,29439
